iso3,indicator_id,dataset,value,unit,year,release
LSO,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,15.2609,% of tertiary graduates,2017,2026-02-09
LSO,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,15.3596,% of tertiary graduates,2018,2026-02-09
MAR,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,35.1077,% of tertiary graduates,2010,2026-02-09
MAR,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,17.1202,% of tertiary graduates,2015,2026-02-09
MAR,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,18.4454,% of tertiary graduates,2016,2026-02-09
MAR,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,19.0494,% of tertiary graduates,2017,2026-02-09
MAR,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,18.9517,% of tertiary graduates,2018,2026-02-09
MAR,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,20.3868,% of tertiary graduates,2019,2026-02-09
MAR,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,20.3868,% of tertiary graduates,2020,2026-02-09
MAR,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,27.2254,% of tertiary graduates,2021,2026-02-09
MAR,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,27.2254,% of tertiary graduates,2022,2026-02-09
MAR,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,24.5713,% of tertiary graduates,2023,2026-02-09
MAR,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,29.7418,% of tertiary graduates,2024,2026-02-09
MDG,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,18.9237,% of tertiary graduates,2010,2026-02-09
MDG,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,22.5383,% of tertiary graduates,2014,2026-02-09
MDG,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,25.5322,% of tertiary graduates,2015,2026-02-09
MDG,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,23.2411,% of tertiary graduates,2016,2026-02-09
MDG,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,22.9621,% of tertiary graduates,2017,2026-02-09
MDG,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,23.8417,% of tertiary graduates,2018,2026-02-09
MDG,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,29.0947,% of tertiary graduates,2019,2026-02-09
MDG,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,24.3007,% of tertiary graduates,2020,2026-02-09
MDG,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,24.3007,% of tertiary graduates,2021,2026-02-09
MDG,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,23.517,% of tertiary graduates,2022,2026-02-09
MDG,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,24.1647,% of tertiary graduates,2023,2026-02-09
MOZ,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,4.1903,% of tertiary graduates,2012,2026-02-09
MOZ,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,10.0882,% of tertiary graduates,2015,2026-02-09
MOZ,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,11.8779,% of tertiary graduates,2016,2026-02-09
MOZ,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,9.0327,% of tertiary graduates,2017,2026-02-09
MOZ,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,9.56,% of tertiary graduates,2018,2026-02-09
MRT,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,20.2306,% of tertiary graduates,2016,2026-02-09
MRT,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,34.5507,% of tertiary graduates,2020,2026-02-09
MUS,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,23.3112,% of tertiary graduates,2017,2026-02-09
MUS,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,21.6091,% of tertiary graduates,2020,2026-02-09
MUS,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,24.7531,% of tertiary graduates,2021,2026-02-09
MUS,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,19.239,% of tertiary graduates,2022,2026-02-09
MUS,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,21.7824,% of tertiary graduates,2023,2026-02-09
NAM,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,17.8921,% of tertiary graduates,2014,2026-02-09
NAM,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,16.1762,% of tertiary graduates,2015,2026-02-09
NAM,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,12.9753,% of tertiary graduates,2016,2026-02-09
NAM,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,12.1194,% of tertiary graduates,2017,2026-02-09
NAM,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,12.8811,% of tertiary graduates,2018,2026-02-09
NAM,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,12.7863,% of tertiary graduates,2019,2026-02-09
NAM,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,8.9213,% of tertiary graduates,2020,2026-02-09
NAM,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,10.2909,% of tertiary graduates,2022,2026-02-09
NER,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,13.7166,% of tertiary graduates,2015,2026-02-09
NER,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,15.4227,% of tertiary graduates,2016,2026-02-09
NER,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,13.2182,% of tertiary graduates,2017,2026-02-09
NER,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,10.4215,% of tertiary graduates,2018,2026-02-09
NER,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,12.3428,% of tertiary graduates,2019,2026-02-09
RWA,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,13.7514,% of tertiary graduates,2017,2026-02-09
RWA,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,16.2705,% of tertiary graduates,2018,2026-02-09
RWA,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,12.9586,% of tertiary graduates,2019,2026-02-09
RWA,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,32.1044,% of tertiary graduates,2020,2026-02-09
RWA,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,31.034,% of tertiary graduates,2022,2026-02-09
RWA,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,28.8283,% of tertiary graduates,2023,2026-02-09
RWA,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,29.5369,% of tertiary graduates,2024,2026-02-09
SDN,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,16.0206,% of tertiary graduates,2012,2026-02-09
SDN,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,28.625,% of tertiary graduates,2015,2026-02-09
SWZ,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,0,% of tertiary graduates,2015,2026-02-09
SYC,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,25,% of tertiary graduates,2011,2026-02-09
SYC,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,0,% of tertiary graduates,2012,2026-02-09
SYC,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,15.5556,% of tertiary graduates,2015,2026-02-09
SYC,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,16.2338,% of tertiary graduates,2016,2026-02-09
SYC,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,15.6977,% of tertiary graduates,2017,2026-02-09
SYC,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,17.2336,% of tertiary graduates,2018,2026-02-09
SYC,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,19.8516,% of tertiary graduates,2019,2026-02-09
SYC,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,28.8416,% of tertiary graduates,2020,2026-02-09
SYC,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,19.8052,% of tertiary graduates,2021,2026-02-09
SYC,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,26.25,% of tertiary graduates,2022,2026-02-09
SYC,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,27.1739,% of tertiary graduates,2023,2026-02-09
SYC,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,18.5096,% of tertiary graduates,2024,2026-02-09
TCD,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,14.3135,% of tertiary graduates,2020,2026-02-09
TUN,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,43.0838,% of tertiary graduates,2012,2026-02-09
TUN,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,44.3664,% of tertiary graduates,2015,2026-02-09
TUN,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,44.4444,% of tertiary graduates,2016,2026-02-09
TUN,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,43.2547,% of tertiary graduates,2018,2026-02-09
TUN,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,38.2942,% of tertiary graduates,2020,2026-02-09
TUN,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,38.2942,% of tertiary graduates,2021,2026-02-09
TUN,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,37.8793,% of tertiary graduates,2022,2026-02-09
TUN,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,37.9281,% of tertiary graduates,2023,2026-02-09
TZA,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,9.5024,% of tertiary graduates,2019,2026-02-09
TZA,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,9.2655,% of tertiary graduates,2021,2026-02-09
TZA,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,12.6038,% of tertiary graduates,2022,2026-02-09
TZA,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,13.6489,% of tertiary graduates,2023,2026-02-09
TZA,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,13.6907,% of tertiary graduates,2024,2026-02-09
ZAF,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,19.5515,% of tertiary graduates,2014,2026-02-09
ZAF,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,19.5888,% of tertiary graduates,2015,2026-02-09
ZAF,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,18.4851,% of tertiary graduates,2016,2026-02-09
ZAF,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,18.5723,% of tertiary graduates,2017,2026-02-09
ZAF,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,18.2812,% of tertiary graduates,2018,2026-02-09
ZAF,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,18.3267,% of tertiary graduates,2019,2026-02-09
ZAF,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,17.4124,% of tertiary graduates,2020,2026-02-09
ZAF,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,18.7106,% of tertiary graduates,2021,2026-02-09
ZAF,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,17.7042,% of tertiary graduates,2022,2026-02-09
ZAF,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,17.3918,% of tertiary graduates,2023,2026-02-09
ZWE,capacity.training--dt-related-university-facilities-and-qualifications,uis-stem-graduates,25.195,% of tertiary graduates,2010,2026-02-09
